Date,ISO,Country,Scale,Note
29/03/2020,MKD,North Macedonia,National,
29/03/2020,MLI,Mali,National,
29/03/2020,MLT,Malta,National,
29/03/2020,MMR,Myanmar,National,
29/03/2020,MNE,Montenegro ,National,
29/03/2020,MNG,Mongolia,National,
29/03/2020,MOZ,Mozambique,National,
29/03/2020,MRT,Mauritania ,National,
29/03/2020,MSR,Montserrat,National,
29/03/2020,MUS,Mauritius,National,
29/03/2020,MWI,Malawi ,National,
29/03/2020,MYS,Malaysia,National,
29/03/2020,NAM,Namibia  ,National,
29/03/2020,NER,Niger,National,
29/03/2020,NGA,Nigeria,National,
29/03/2020,NLD,Netherlands,National,
29/03/2020,NOR,Norway,National,
29/03/2020,NPL,Nepal,National,
29/03/2020,NZL,New Zealand,National,
29/03/2020,OMN,Oman,National,
29/03/2020,PAK,Pakistan ,National,
29/03/2020,PAN,Panama,National,
29/03/2020,PER,Peru,National,
29/03/2020,PHL,Philippines,National,
29/03/2020,PLW,Palau,National,
29/03/2020,PNG,Papua New Guinea,National,
29/03/2020,POL,Poland,National,
29/03/2020,PRK,Democratic People's Republic of Korea,National,
29/03/2020,PRT,Portugal,National,
29/03/2020,PRY,Paraguay ,National,
29/03/2020,PSE,Palestine,National,
29/03/2020,QAT,Qatar,National,
29/03/2020,ROU,Romania,National," While all schools are closed, most universities are open. "
29/03/2020,RUS,Russian Federation,Localized, Majority of schools on holiday 
29/03/2020,RWA,Rwanda ,National,
29/03/2020,SAU,Saudi Arabia,National,
29/03/2020,SDN,Sudan,National,
29/03/2020,SEN,Senegal,National,
29/03/2020,SLB,Solomon Islands,National,
29/03/2020,SLV,El Salvador,National,
29/03/2020,SMR,San Marino,National,
29/03/2020,SOM,Somalia,National,Data on enrolment in tertiary education programmes is not available.
29/03/2020,SRB,Serbia,National,
29/03/2020,SSD,South Sudan,National,Data on enrolment in tertiary education programmes is not available.
29/03/2020,STP,São Tomé and Príncipe,National,
29/03/2020,SUR,Surinam,National,
29/03/2020,SVK,Slovakia,National,
29/03/2020,SVN,Slovenia,National,
29/03/2020,SWE,Sweden,National,National closure of all upper secondary educational institutions and universities.
29/03/2020,SWZ,Eswatini,National,
29/03/2020,SXM,Sint Marteen,National,
29/03/2020,SYC,Seychelles,Localized,
29/03/2020,SYR,Syria Arab Republic,National,
29/03/2020,TCA,Turks and Caicos Island,National,
29/03/2020,TCD,Chad,National,
29/03/2020,TGO,Togo,National,
29/03/2020,THA,Thailand,National,
29/03/2020,TLS,Timor-Leste,National,
29/03/2020,TON,Tonga,National,
29/03/2020,TTO,Trinidad and Tobago,National,
29/03/2020,TUN,Tunisia,National,
29/03/2020,TUR,Turkey,National,
29/03/2020,TZA,United Republic of Tanzania,National,Data on enrolment in tertiary education programmes is not available.
29/03/2020,UGA,Uganda,National,
29/03/2020,UKR,Ukraine,National,
29/03/2020,URY,Uruguay,National,
29/03/2020,USA,United States of America,Localized,
29/03/2020,UZB,Uzbekistan,National,
29/03/2020,VCT,Saint Vincent and the Grenadines,National,
29/03/2020,VEN,Venezuela,National,Data on enrolment in tertiary education programmes is not available.
29/03/2020,VGB,British Virgin Islands,National,
29/03/2020,VNM,Viet Nam,National,"While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
29/03/2020,VUT,Vanuatu,National,
29/03/2020,WSM,Samoa,National,
29/03/2020,YEM,Yemen,National,
29/03/2020,ZAF,South Africa,National,
29/03/2020,ZMB,Zambia,National,
29/03/2020,ZWE,Zimbabwe,National,
30/03/2020,ABW,Aruba,National,
30/03/2020,AFG,Afghanistan,National,
30/03/2020,AGO,Angola,National,
30/03/2020,AIA,Anguilla,National,
30/03/2020,ALB,Albania,National,
30/03/2020,AND,Andorra,National,
30/03/2020,ARE,United Arab Emirates,National,
30/03/2020,ARG,Argentina ,National,
30/03/2020,ARM,Armenia,National,
30/03/2020,AUS,Australia,Localized,
30/03/2020,AUT,Austria,National,
30/03/2020,AZE,Azerbaijan,National,
30/03/2020,BEL,Belgium,National,
30/03/2020,BEN,Benin,National,
30/03/2020,BFA,Burkina Faso ,National,
30/03/2020,BGD,Bangladesh,National,
30/03/2020,BGR,Bulgaria,National,
30/03/2020,BHR,Bahrain,National,
30/03/2020,BHS,Bahamas,National,Data on enrolment in tertiary education programmes is not available.
30/03/2020,BIH,Bosnia and Herzegovina,National,
30/03/2020,BLZ,Belize,National,
30/03/2020,BMU,Bermuda,National,
30/03/2020,BOL,Bolivia (Plurinational State of),National,Data on enrolment in tertiary education programmes is not available.
30/03/2020,BRA,Brazil,Localized,
30/03/2020,BRB,Barbados,National,
30/03/2020,BRN,Brunei Darussalam,National,
30/03/2020,BTN,Bhutan,National,
30/03/2020,BWA,Botswana,National,
30/03/2020,CAF,Central African republic ,National,
30/03/2020,CAN,Canada,Localized,"The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
30/03/2020,CHE,Switzerland,National,
30/03/2020,CHL,Chile,National,
30/03/2020,CHN,China,National,
30/03/2020,CHN,"China, Hong Kong Special Administrative Region",National,
30/03/2020,CHN,"China, Macao Special Administrative Region",National,
30/03/2020,CIV,Cote d'Ivoire,National,
30/03/2020,CMR,Cameroon,National,
30/03/2020,COD,Democratic Republic of the Congo,National,
30/03/2020,COK,Cook Islands,National,
30/03/2020,COL,Colombia,National,
30/03/2020,COM,Comoros,National,
30/03/2020,CRI,Costa Rica,National,
30/03/2020,CUB,Cuba,National,
30/03/2020,CUW,Curaçao,National,
30/03/2020,CYM,Cayman Islands,National,Data on enrolment in tertiary education programmes is not available.
30/03/2020,CYP,Cyprus,National,
30/03/2020,CZE,Czechia,National,
30/03/2020,DEU,Germany,National,
30/03/2020,DJI,Djibouti,National,
30/03/2020,DMA,Dominica,National,Data on enrolment in tertiary education programmes is not available.
30/03/2020,DNK,Denmark,National,
30/03/2020,DOM,Dominican Republic,National,
30/03/2020,DZA,Algeria,National,
30/03/2020,ECU,Ecuador,National,
30/03/2020,EGY,Egypt,National,
30/03/2020,ERI,Eritrea,National,
30/03/2020,ESP,Spain,National,
30/03/2020,EST,Estonia,National,
30/03/2020,ETH,Ethiopia,National,
30/03/2020,FIN,Finland,National,
30/03/2020,FJI,Fiji,National,
30/03/2020,FRA,France,National,
30/03/2020,FRO,Faroe Islands,National,"Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
30/03/2020,FSM,Micronesia (Federated States of),National,
30/03/2020,GAB,Gabon,National,
30/03/2020,GBR,United Kingdom of Great Britain and Northern Ireland,National,
30/03/2020,GEO,Georgia,National,
30/03/2020,GHA,Ghana,National,
30/03/2020,GIB,Gibraltar,National,Data on enrolment in tertiary education programmes is not available.
30/03/2020,GIN,Guinea,National,
30/03/2020,GMB,Gambia,National,
30/03/2020,GNB,Guinea-Bissau,National,Data on enrolment in tertiary education programmes is not available.
30/03/2020,GNQ,Equatorial Guinea ,National,Data on enrolment in tertiary education programmes is not available.
30/03/2020,GRC,Greece,National,
30/03/2020,GRD,Grenada,National,
30/03/2020,GRL,Greenland,Localized,
30/03/2020,GTM,Guatemala,National,
30/03/2020,GUY,Guyana,National,
30/03/2020,HND,Honduras,National,
30/03/2020,HRV,Croatia,National,
30/03/2020,HTI,Haiti,National,
30/03/2020,HUN,Hungary,National,
30/03/2020,IDN,Indonesia,National,
30/03/2020,IND,India,National,
30/03/2020,IRL,Ireland,National,
30/03/2020,IRN,Iran (Islamic Republic of),National,
30/03/2020,IRQ,Iraq,National, Universities on term break. Closures not related to COVID-19. 
30/03/2020,ISL,Iceland,National,"Primary education institutions can remain open, if classes of under 20 children are assured."
30/03/2020,ISR,Israel,National,
30/03/2020,ITA,Italy,National,
30/03/2020,JAM,Jamaica,National,
30/03/2020,JOR,Jordan,National,
30/03/2020,JPN,Japan,National,
30/03/2020,KAZ,Kazakhstan,National,
30/03/2020,KEN,Kenya,National,
30/03/2020,KGZ,Kyrgyzstan ,National,
30/03/2020,KHM,Cambodia,National,
30/03/2020,KIR,Kiribati,National,
30/03/2020,KOR,Republic of Korea,National,"Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
30/03/2020,KWT,Kuwait,National,
30/03/2020,LAO,Lao PDR,National,
30/03/2020,LBN,Lebanon,National,
30/03/2020,LBR,Liberia,National,
30/03/2020,LBY,Libya,National,
30/03/2020,LCA,Saint Lucia,National,
30/03/2020,LIE,Liechtenstein,National,
30/03/2020,LKA,Sri Lanka,National,
30/03/2020,LSO,Lesotho,National,
30/03/2020,LTU,Lithuania,National,
30/03/2020,LUX,Luxembourg,National,
30/03/2020,LVA,Latvia,National,
30/03/2020,MAR,Morocco,National,
30/03/2020,MCO,Monaco,National,
30/03/2020,MDA,Republic of Moldova,National,
30/03/2020,MDG,Madagascar,National,
30/03/2020,MDV,Maldives,National,
30/03/2020,MEX,Mexico,National,
30/03/2020,MHL,Marshall Islands,National,
30/03/2020,MKD,North Macedonia,National,
30/03/2020,MLI,Mali,National,
30/03/2020,MLT,Malta,National,
30/03/2020,MMR,Myanmar,National,
30/03/2020,MNE,Montenegro ,National,
30/03/2020,MNG,Mongolia,National,
30/03/2020,MOZ,Mozambique,National,
30/03/2020,MRT,Mauritania ,National,
30/03/2020,MSR,Montserrat,National,
30/03/2020,MUS,Mauritius,National,
30/03/2020,MWI,Malawi ,National,
30/03/2020,MYS,Malaysia,National,
30/03/2020,NAM,Namibia  ,National,
30/03/2020,NER,Niger,National,
30/03/2020,NGA,Nigeria,National,
30/03/2020,NLD,Netherlands,National,
30/03/2020,NOR,Norway,National,
30/03/2020,NPL,Nepal,National,
30/03/2020,NZL,New Zealand,National,
30/03/2020,OMN,Oman,National,
30/03/2020,PAK,Pakistan ,National,
30/03/2020,PAN,Panama,National,
30/03/2020,PER,Peru,National,
30/03/2020,PHL,Philippines,National,
30/03/2020,PLW,Palau,National,
30/03/2020,PNG,Papua New Guinea,National,
30/03/2020,POL,Poland,National,
30/03/2020,PRK,Democratic People's Republic of Korea,National,
30/03/2020,PRT,Portugal,National,
30/03/2020,PRY,Paraguay ,National,
30/03/2020,PSE,Palestine,National,
30/03/2020,QAT,Qatar,National,
30/03/2020,ROU,Romania,National," While all schools are closed, most universities are open. "
30/03/2020,RUS,Russian Federation,Localized, Majority of schools on holiday 
30/03/2020,RWA,Rwanda ,National,
30/03/2020,SAU,Saudi Arabia,National,
30/03/2020,SDN,Sudan,National,
30/03/2020,SEN,Senegal,National,
30/03/2020,SLB,Solomon Islands,National,
30/03/2020,SLV,El Salvador,National,
30/03/2020,SMR,San Marino,National,
30/03/2020,SOM,Somalia,National,Data on enrolment in tertiary education programmes is not available.
30/03/2020,SRB,Serbia,National,
30/03/2020,SSD,South Sudan,National,Data on enrolment in tertiary education programmes is not available.
30/03/2020,STP,São Tomé and Príncipe,National,
30/03/2020,SUR,Surinam,National,
30/03/2020,SVK,Slovakia,National,
30/03/2020,SVN,Slovenia,National,
30/03/2020,SWE,Sweden,National,National closure of all upper secondary educational institutions and universities.
30/03/2020,SWZ,Eswatini,National,
30/03/2020,SXM,Sint Marteen,National,
30/03/2020,SYC,Seychelles,Localized,
30/03/2020,SYR,Syria Arab Republic,National,
30/03/2020,TCA,Turks and Caicos Island,National,
30/03/2020,TCD,Chad,National,
30/03/2020,TGO,Togo,National,
30/03/2020,THA,Thailand,National,
30/03/2020,TLS,Timor-Leste,National,
30/03/2020,TON,Tonga,National,
30/03/2020,TTO,Trinidad and Tobago,National,
30/03/2020,TUN,Tunisia,National,
30/03/2020,TUR,Turkey,National,
30/03/2020,TZA,United Republic of Tanzania,National,Data on enrolment in tertiary education programmes is not available.
30/03/2020,UGA,Uganda,National,
30/03/2020,UKR,Ukraine,National,
30/03/2020,URY,Uruguay,National,
30/03/2020,USA,United States of America,Localized,
30/03/2020,UZB,Uzbekistan,National,
30/03/2020,VCT,Saint Vincent and the Grenadines,National,
30/03/2020,VEN,Venezuela,National,Data on enrolment in tertiary education programmes is not available.
30/03/2020,VGB,British Virgin Islands,National,
30/03/2020,VNM,Viet Nam,National,"While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
30/03/2020,VUT,Vanuatu,National,
30/03/2020,WSM,Samoa,National,
30/03/2020,YEM,Yemen,National,
30/03/2020,ZAF,South Africa,National,
30/03/2020,ZMB,Zambia,National,
30/03/2020,ZWE,Zimbabwe,National,
31/03/2020,ABW,Aruba,National,
31/03/2020,AFG,Afghanistan,National,
31/03/2020,AGO,Angola,National,
31/03/2020,AIA,Anguilla,National,
31/03/2020,ALB,Albania,National,
31/03/2020,AND,Andorra,National,
31/03/2020,ARE,United Arab Emirates,National,
31/03/2020,ARG,Argentina ,National,
31/03/2020,ARM,Armenia,National,
31/03/2020,AUS,Australia,Localized,
31/03/2020,AUT,Austria,National,
31/03/2020,AZE,Azerbaijan,National,
31/03/2020,BEL,Belgium,National,
31/03/2020,BEN,Benin,National,
31/03/2020,BFA,Burkina Faso ,National,
31/03/2020,BGD,Bangladesh,National,
31/03/2020,BGR,Bulgaria,National,
31/03/2020,BHR,Bahrain,National,
31/03/2020,BHS,Bahamas,National,Data on enrolment in tertiary education programmes is not available.
31/03/2020,BIH,Bosnia and Herzegovina,National,
31/03/2020,BLZ,Belize,National,
31/03/2020,BMU,Bermuda,National,
31/03/2020,BOL,Bolivia (Plurinational State of),National,Data on enrolment in tertiary education programmes is not available.
31/03/2020,BRA,Brazil,Localized,
31/03/2020,BRB,Barbados,National,
31/03/2020,BRN,Brunei Darussalam,National,
31/03/2020,BTN,Bhutan,National,
31/03/2020,BWA,Botswana,National,
31/03/2020,CAF,Central African republic ,National,
31/03/2020,CAN,Canada,Localized,"The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
31/03/2020,CHE,Switzerland,National,
31/03/2020,CHL,Chile,National,
31/03/2020,CHN,China,National,
31/03/2020,CHN,"China, Hong Kong Special Administrative Region",National,
31/03/2020,CHN,"China, Macao Special Administrative Region",National,
31/03/2020,CIV,Cote d'Ivoire,National,
31/03/2020,CMR,Cameroon,National,
31/03/2020,COD,Democratic Republic of the Congo,National,
31/03/2020,COK,Cook Islands,National,
31/03/2020,COL,Colombia,National,
31/03/2020,COM,Comoros,National,
31/03/2020,CRI,Costa Rica,National,
31/03/2020,CUB,Cuba,National,
31/03/2020,CUW,Curaçao,National,
31/03/2020,CYM,Cayman Islands,National,Data on enrolment in tertiary education programmes is not available.
31/03/2020,CYP,Cyprus,National,
31/03/2020,CZE,Czechia,National,
31/03/2020,DEU,Germany,National,
31/03/2020,DJI,Djibouti,National,
31/03/2020,DMA,Dominica,National,Data on enrolment in tertiary education programmes is not available.
31/03/2020,DNK,Denmark,National,
31/03/2020,DOM,Dominican Republic,National,
31/03/2020,DZA,Algeria,National,
31/03/2020,ECU,Ecuador,National,
31/03/2020,EGY,Egypt,National,
31/03/2020,ERI,Eritrea,National,
31/03/2020,ESP,Spain,National,
31/03/2020,EST,Estonia,National,
31/03/2020,ETH,Ethiopia,National,
31/03/2020,FIN,Finland,National,
31/03/2020,FJI,Fiji,National,
31/03/2020,FRA,France,National,
31/03/2020,FRO,Faroe Islands,National,"Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
31/03/2020,FSM,Micronesia (Federated States of),National,
31/03/2020,GAB,Gabon,National,
31/03/2020,GBR,United Kingdom of Great Britain and Northern Ireland,National,
31/03/2020,GEO,Georgia,National,
31/03/2020,GHA,Ghana,National,
31/03/2020,GIB,Gibraltar,National,Data on enrolment in tertiary education programmes is not available.
31/03/2020,GIN,Guinea,National,
31/03/2020,GMB,Gambia,National,
31/03/2020,GNB,Guinea-Bissau,National,Data on enrolment in tertiary education programmes is not available.
31/03/2020,GNQ,Equatorial Guinea ,National,Data on enrolment in tertiary education programmes is not available.
31/03/2020,GRC,Greece,National,
31/03/2020,GRD,Grenada,National,
31/03/2020,GRL,Greenland,Localized,
31/03/2020,GTM,Guatemala,National,
31/03/2020,GUY,Guyana,National,
31/03/2020,HND,Honduras,National,
31/03/2020,HRV,Croatia,National,
31/03/2020,HTI,Haiti,National,
31/03/2020,HUN,Hungary,National,
31/03/2020,IDN,Indonesia,National,
31/03/2020,IND,India,National,
31/03/2020,IRL,Ireland,National,
31/03/2020,IRN,Iran (Islamic Republic of),National,
31/03/2020,IRQ,Iraq,National, Universities on term break. Closures not related to COVID-19. 
31/03/2020,ISL,Iceland,National,"Primary education institutions can remain open, if classes of under 20 children are assured."
31/03/2020,ISR,Israel,National,
31/03/2020,ITA,Italy,National,
31/03/2020,JAM,Jamaica,National,
31/03/2020,JOR,Jordan,National,
31/03/2020,JPN,Japan,National,
31/03/2020,KAZ,Kazakhstan,National,
31/03/2020,KEN,Kenya,National,
31/03/2020,KGZ,Kyrgyzstan ,National,
31/03/2020,KHM,Cambodia,National,
31/03/2020,KIR,Kiribati,National,
31/03/2020,KOR,Republic of Korea,National,"Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
31/03/2020,KWT,Kuwait,National,
31/03/2020,LAO,Lao PDR,National,
31/03/2020,LBN,Lebanon,National,
31/03/2020,LBR,Liberia,National,
31/03/2020,LBY,Libya,National,
31/03/2020,LCA,Saint Lucia,National,
31/03/2020,LIE,Liechtenstein,National,
31/03/2020,LKA,Sri Lanka,National,
31/03/2020,LSO,Lesotho,National,
31/03/2020,LTU,Lithuania,National,
31/03/2020,LUX,Luxembourg,National,
31/03/2020,LVA,Latvia,National,
31/03/2020,MAR,Morocco,National,
31/03/2020,MCO,Monaco,National,
31/03/2020,MDA,Republic of Moldova,National,
31/03/2020,MDG,Madagascar,National,
31/03/2020,MDV,Maldives,National,
31/03/2020,MEX,Mexico,National,
31/03/2020,MHL,Marshall Islands,National,
31/03/2020,MKD,North Macedonia,National,
31/03/2020,MLI,Mali,National,
31/03/2020,MLT,Malta,National,
31/03/2020,MMR,Myanmar,National,
31/03/2020,MNE,Montenegro ,National,
31/03/2020,MNG,Mongolia,National,
31/03/2020,MOZ,Mozambique,National,
31/03/2020,MRT,Mauritania ,National,
31/03/2020,MSR,Montserrat,National,
31/03/2020,MUS,Mauritius,National,
31/03/2020,MWI,Malawi ,National,
31/03/2020,MYS,Malaysia,National,
31/03/2020,NAM,Namibia  ,National,
31/03/2020,NER,Niger,National,
31/03/2020,NGA,Nigeria,National,
31/03/2020,NLD,Netherlands,National,
31/03/2020,NOR,Norway,National,
31/03/2020,NPL,Nepal,National,
31/03/2020,NZL,New Zealand,National,
31/03/2020,OMN,Oman,National,
31/03/2020,PAK,Pakistan ,National,
31/03/2020,PAN,Panama,National,
31/03/2020,PER,Peru,National,
31/03/2020,PHL,Philippines,National,
31/03/2020,PLW,Palau,National,
31/03/2020,PNG,Papua New Guinea,National,
31/03/2020,POL,Poland,National,
31/03/2020,PRK,Democratic People's Republic of Korea,National,
31/03/2020,PRT,Portugal,National,
31/03/2020,PRY,Paraguay ,National,
31/03/2020,PSE,Palestine,National,
31/03/2020,QAT,Qatar,National,
31/03/2020,ROU,Romania,National," While all schools are closed, most universities are open. "
31/03/2020,RUS,Russian Federation,Localized, Majority of schools on holiday 
31/03/2020,RWA,Rwanda ,National,
31/03/2020,SAU,Saudi Arabia,National,
31/03/2020,SDN,Sudan,National,
31/03/2020,SEN,Senegal,National,
31/03/2020,SLB,Solomon Islands,National,
31/03/2020,SLE,Sierra Leone,National,
31/03/2020,SLV,El Salvador,National,
31/03/2020,SMR,San Marino,National,
31/03/2020,SOM,Somalia,National,Data on enrolment in tertiary education programmes is not available.
31/03/2020,SRB,Serbia,National,
31/03/2020,SSD,South Sudan,National,Data on enrolment in tertiary education programmes is not available.
31/03/2020,STP,São Tomé and Príncipe,National,
31/03/2020,SUR,Surinam,National,
31/03/2020,SVK,Slovakia,National,
31/03/2020,SVN,Slovenia,National,
31/03/2020,SWE,Sweden,National,National closure of all upper secondary educational institutions and universities.
31/03/2020,SWZ,Eswatini,National,
31/03/2020,SXM,Sint Marteen,National,
31/03/2020,SYC,Seychelles,Localized,
31/03/2020,SYR,Syria Arab Republic,National,
31/03/2020,TCA,Turks and Caicos Island,National,
31/03/2020,TCD,Chad,National,
31/03/2020,TGO,Togo,National,
31/03/2020,THA,Thailand,National,
31/03/2020,TLS,Timor-Leste,National,
31/03/2020,TON,Tonga,National,
31/03/2020,TTO,Trinidad and Tobago,National,
31/03/2020,TUN,Tunisia,National,
31/03/2020,TUR,Turkey,National,
31/03/2020,TZA,United Republic of Tanzania,National,Data on enrolment in tertiary education programmes is not available.
31/03/2020,UGA,Uganda,National,
31/03/2020,UKR,Ukraine,National,
31/03/2020,URY,Uruguay,National,
31/03/2020,USA,United States of America,Localized,
31/03/2020,UZB,Uzbekistan,National,
31/03/2020,VCT,Saint Vincent and the Grenadines,National,
31/03/2020,VEN,Venezuela,National,Data on enrolment in tertiary education programmes is not available.
31/03/2020,VGB,British Virgin Islands,National,
31/03/2020,VNM,Viet Nam,National,"While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
31/03/2020,VUT,Vanuatu,National,
31/03/2020,WSM,Samoa,National,
31/03/2020,YEM,Yemen,National,
31/03/2020,ZAF,South Africa,National,
31/03/2020,ZMB,Zambia,National,
31/03/2020,ZWE,Zimbabwe,National,
01/04/2020,ABW,Aruba,National,
01/04/2020,AFG,Afghanistan,National,
01/04/2020,AGO,Angola,National,
01/04/2020,AIA,Anguilla,National,
01/04/2020,ALB,Albania,National,
01/04/2020,AND,Andorra,National,
01/04/2020,ARE,United Arab Emirates,National,
01/04/2020,ARG,Argentina ,National,
01/04/2020,ARM,Armenia,National,
01/04/2020,AUS,Australia,Localized,
01/04/2020,AUT,Austria,National,
01/04/2020,AZE,Azerbaijan,National,
01/04/2020,BEL,Belgium,National,
01/04/2020,BEN,Benin,National,
01/04/2020,BFA,Burkina Faso ,National,
01/04/2020,BGD,Bangladesh,National,
01/04/2020,BGR,Bulgaria,National,
01/04/2020,BHR,Bahrain,National,
01/04/2020,BHS,Bahamas,National,Data on enrolment in tertiary education programmes is not available.
01/04/2020,BIH,Bosnia and Herzegovina,National,
01/04/2020,BLZ,Belize,National,
01/04/2020,BMU,Bermuda,National,
01/04/2020,BOL,Bolivia (Plurinational State of),National,Data on enrolment in tertiary education programmes is not available.
01/04/2020,BRA,Brazil,Localized,
01/04/2020,BRB,Barbados,National,
01/04/2020,BRN,Brunei Darussalam,National,
01/04/2020,BTN,Bhutan,National,
01/04/2020,BWA,Botswana,National,
01/04/2020,CAF,Central African republic ,National,
01/04/2020,CAN,Canada,Localized,"The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
01/04/2020,CHE,Switzerland,National,
01/04/2020,CHL,Chile,National,
01/04/2020,CHN,China,National,
01/04/2020,CHN,"China, Hong Kong Special Administrative Region",National,
01/04/2020,CHN,"China, Macao Special Administrative Region",National,
01/04/2020,CIV,Cote d'Ivoire,National,
01/04/2020,CMR,Cameroon,National,
01/04/2020,COD,Democratic Republic of the Congo,National,
01/04/2020,COK,Cook Islands,National,
01/04/2020,COL,Colombia,National,
01/04/2020,COM,Comoros,National,
01/04/2020,CRI,Costa Rica,National,
01/04/2020,CUB,Cuba,National,
01/04/2020,CUW,Curaçao,National,
01/04/2020,CYM,Cayman Islands,National,Data on enrolment in tertiary education programmes is not available.
01/04/2020,CYP,Cyprus,National,
01/04/2020,CZE,Czechia,National,
01/04/2020,DEU,Germany,National,
01/04/2020,DJI,Djibouti,National,
01/04/2020,DMA,Dominica,National,Data on enrolment in tertiary education programmes is not available.
01/04/2020,DNK,Denmark,National,
01/04/2020,DOM,Dominican Republic,National,
01/04/2020,DZA,Algeria,National,
01/04/2020,ECU,Ecuador,National,
01/04/2020,EGY,Egypt,National,
01/04/2020,ERI,Eritrea,National,
01/04/2020,ESP,Spain,National,
01/04/2020,EST,Estonia,National,
01/04/2020,ETH,Ethiopia,National,
01/04/2020,FIN,Finland,National,
01/04/2020,FJI,Fiji,National,
01/04/2020,FRA,France,National,
01/04/2020,FRO,Faroe Islands,National,"Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
01/04/2020,FSM,Micronesia (Federated States of),National,
01/04/2020,GAB,Gabon,National,
01/04/2020,GBR,United Kingdom of Great Britain and Northern Ireland,National,
01/04/2020,GEO,Georgia,National,
01/04/2020,GHA,Ghana,National,
01/04/2020,GIB,Gibraltar,National,Data on enrolment in tertiary education programmes is not available.
01/04/2020,GIN,Guinea,National,
01/04/2020,GMB,Gambia,National,
01/04/2020,GNB,Guinea-Bissau,National,Data on enrolment in tertiary education programmes is not available.
01/04/2020,GNQ,Equatorial Guinea ,National,Data on enrolment in tertiary education programmes is not available.
01/04/2020,GRC,Greece,National,
01/04/2020,GRD,Grenada,National,
01/04/2020,GRL,Greenland,Localized,
01/04/2020,GTM,Guatemala,National,
01/04/2020,GUY,Guyana,National,
01/04/2020,HND,Honduras,National,
01/04/2020,HRV,Croatia,National,
01/04/2020,HTI,Haiti,National,
01/04/2020,HUN,Hungary,National,
01/04/2020,IDN,Indonesia,National,
01/04/2020,IND,India,National,
01/04/2020,IRL,Ireland,National,
01/04/2020,IRN,Iran (Islamic Republic of),National,
01/04/2020,IRQ,Iraq,National, Universities on term break. Closures not related to COVID-19. 
01/04/2020,ISL,Iceland,National,"Primary education institutions can remain open, if classes of under 20 children are assured."
01/04/2020,ISR,Israel,National,
01/04/2020,ITA,Italy,National,
01/04/2020,JAM,Jamaica,National,
01/04/2020,JOR,Jordan,National,
01/04/2020,JPN,Japan,National,
01/04/2020,KAZ,Kazakhstan,National,
01/04/2020,KEN,Kenya,National,
01/04/2020,KGZ,Kyrgyzstan ,National,
01/04/2020,KHM,Cambodia,National,
01/04/2020,KIR,Kiribati,National,
01/04/2020,KOR,Republic of Korea,National,"Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
01/04/2020,KWT,Kuwait,National,
01/04/2020,LAO,Lao PDR,National,
01/04/2020,LBN,Lebanon,National,
01/04/2020,LBR,Liberia,National,
01/04/2020,LBY,Libya,National,
01/04/2020,LCA,Saint Lucia,National,
01/04/2020,LIE,Liechtenstein,National,
01/04/2020,LKA,Sri Lanka,National,
01/04/2020,LSO,Lesotho,National,
01/04/2020,LTU,Lithuania,National,
01/04/2020,LUX,Luxembourg,National,
01/04/2020,LVA,Latvia,National,
01/04/2020,MAR,Morocco,National,
01/04/2020,MCO,Monaco,National,
01/04/2020,MDA,Republic of Moldova,National,
01/04/2020,MDG,Madagascar,National,
01/04/2020,MDV,Maldives,National,
01/04/2020,MEX,Mexico,National,
01/04/2020,MHL,Marshall Islands,National,
01/04/2020,MKD,North Macedonia,National,
01/04/2020,MLI,Mali,National,
01/04/2020,MLT,Malta,National,
01/04/2020,MMR,Myanmar,National,
01/04/2020,MNE,Montenegro ,National,
01/04/2020,MNG,Mongolia,National,
01/04/2020,MOZ,Mozambique,National,
01/04/2020,MRT,Mauritania ,National,
01/04/2020,MSR,Montserrat,National,
01/04/2020,MUS,Mauritius,National,
01/04/2020,MWI,Malawi ,National,
01/04/2020,MYS,Malaysia,National,
01/04/2020,NAM,Namibia  ,National,
01/04/2020,NER,Niger,National,
01/04/2020,NGA,Nigeria,National,
01/04/2020,NLD,Netherlands,National,
01/04/2020,NOR,Norway,National,
01/04/2020,NPL,Nepal,National,
01/04/2020,NZL,New Zealand,National,
01/04/2020,OMN,Oman,National,
01/04/2020,PAK,Pakistan ,National,
01/04/2020,PAN,Panama,National,
01/04/2020,PER,Peru,National,
